id,category,current_position,years_experience,education_level,top_skills,resume_summary
51018476,DESIGNER,NX (Unigraphics) Designer,11.0,D3,"[""Virus and spyware removal"", ""NX 7.5"", ""NX 8.0"", ""NX 8.5"", ""CAD"", ""MS Excel"", ""MS Word"", ""MS Access""]","Seorang NX (Unigraphics) Designer dengan pengalaman lebih dari 11 tahun dalam desain dan modifikasi komponen otomotif, khususnya untuk Chrysler dan GM. Memiliki latar belakang pendidikan Associate of Applied Science dalam Teknologi Jaringan Komputer dan Teknologi Desain & Drafting dari Baker College of Owosso, dengan prestasi Cum Laude dan masuk dalam Daftar Dekan. Terampil dalam menggunakan perangkat lunak CAD seperti Unigraphics dan IMan/TeamCenter, serta memiliki kemampuan komunikasi yang baik dan perhatian terhadap detail. Selain pengalaman di bidang desain, juga memiliki pengalaman sebagai kasir dan pelatih asisten untuk tim sepak bola lokal. Mampu bekerja dengan baik dalam tim dan memiliki motivasi tinggi untuk belajar dan berkembang."
13014900,DESIGNER,Product and Web Designer,34.0,D3,"[""Adobe Photoshop"", ""InDesign"", ""Illustrator"", ""Microsoft Word"", ""Excel"", ""HTML"", ""Graphic Design"", ""Product Development""]","With a career spanning 34 years in the graphic arts and design fields, I have developed a unique blend of creativity and technical skills. My experience includes product design, web design, and teaching art to students of all ages. I have worked extensively as a freelance artist and graphic designer, creating a wide range of materials from logos to marketing collateral. My proficiency in various graphic design software, including Adobe Photoshop and Illustrator, allows me to produce high-quality visual content. I have a strong background in product development, having designed gifts, toys, and other consumer products. My teaching experience has enabled me to share my passion for art with students, fostering their creativity and appreciation for the arts. I am dedicated to using my skills to contribute to innovative projects and collaborate with others in the creative community."
44145704,DESIGNER,Project Manager/Instructional Designer,12.0,S2,"[""Hypertext Markup Language (HTML5)"", ""Camtasia"", ""Adobe eLearning Suite 2.5"", ""Microsoft Office"", ""Video training development"", ""Canvas"", ""Moodle"", ""Blackboard""]","Dependable and resourceful Project Manager and Instructional Designer with over 12 years of experience in organizing and developing quality courses for adult learners in various formats including in-seat, hybrid, and online. Proven track record in curriculum development for Bachelor and Master Level courses, as well as military training programs. Skilled in utilizing a range of software tools such as Adobe eLearning Suite, Camtasia, and Microsoft Office to create engaging learning materials. Strong background in instructional design principles and adult learning theories, ensuring that all deliverables meet the instructional needs of learners. Holds a Master's degree in Curriculum Design and Instruction with a specialization in Literacy, and has completed multiple certifications in instructional design and eLearning development. Demonstrates excellent collaboration skills and a commitment to maintaining high standards in educational content."
18795567,DESIGNER,Senior Industrial Designer,20.0,S2,"[""Industrial Design"", ""Strategic Planning & Analysis"", ""Front-end UX Research"", ""Design for Manufacturing"", ""3D Design, Modeling & CAD"", ""Project Management"", ""New Product Development"", ""Problem Resolving skills""]","Jordan C. Wu is a highly experienced Senior Industrial Designer and Consultant with over 20 years of expertise in industrial design and product development. He has a proven track record of delivering innovative product designs for high-profile clients, including Johnson & Johnson and Unilever. His extensive skill set includes strategic planning, front-end UX research, and design for manufacturing, complemented by proficiency in various technical tools such as SolidWorks and Adobe Creative Suite. Jordan has successfully led numerous projects from conception to launch, demonstrating his ability to manage complex design processes and foster strong client relationships. He holds a Master of Industrial Design from Pratt Institute and is a certified New Product Development Professional. His commitment to continuous professional development is evident through his achievements and contributions to the field of industrial design."
42384185,DESIGNER,Lead Senior Graphic Designer,9.0,S2,"[""3D Modeling"", ""3DS Max"", ""Adobe Photoshop"", ""Adobe After Effects"", ""Adobe Illustrator"", ""Vray"", ""Mental ray"", ""Web development""]","Lead Senior Graphic Designer with over 9 years of experience in managing multiple projects and ensuring brand consistency across various channels. Proficient in 3D modeling and visualization using software such as 3dsMax, Maya, and Softimage, with a strong focus on lighting, shading, and rendering techniques. Demonstrated ability to supervise and develop design teams, setting high standards for deliverables and project execution. Experienced in collaborating with high-profile clients including McDonald's, Coca Cola, and KFC, delivering innovative design solutions that enhance brand identity. Holds a Master of Arts in Computer Graphics, with a solid foundation in both creative and technical aspects of graphic design."
26942552,DESIGNER,"Sales Consultant, Interior Designer",15.0,S1,"[""Persuasive communication"", ""Prospect qualification"", ""Retention strategies"", ""Exceptional Customer Service"", ""Sales"", ""Space planning"", ""Color palette selections"", ""Interior design trends""]","Seorang profesional penjualan yang berorientasi pada hasil dengan pengalaman lebih dari 15 tahun di bidang desain interior dan penjualan. Memiliki kemampuan untuk mengubah prospek menjadi klien melalui presentasi yang luar biasa dan pendekatan penjualan konsultatif. Berpengalaman dalam mengelola anggaran klien, merancang konsep perencanaan ruang, dan memilih palet warna serta produk yang sesuai. Mampu bekerja sama dengan tim untuk mencapai target penjualan dan memberikan layanan pelanggan yang luar biasa. Memiliki latar belakang pendidikan di bidang Akuntansi dan Keuangan serta pelatihan dalam desain interior, yang mendukung kemampuannya dalam memahami tren desain yang selalu berubah dan kebutuhan klien."
67645662,DESIGNER,OSP Engineering Designer,10.0,SMA,"[""AutoCad"", ""MicroStation"", ""Telecom drafting"", ""Customer service"", ""Sales"", ""Decision-making"", ""Logistics"", ""Field measuring equipment""]","Motivated and reliable OSP Engineering Designer with 10 years of experience in the telecommunications field, specializing in outside plant engineering, drafting, and sales account management. Proven track record in completing field notes for telecommunication projects, creating detailed construction drawings, and collaborating with engineers and project managers to meet client specifications. Skilled in using CAD software such as AutoCad and MicroStation, with a strong focus on adhering to National Electrical Safety Code Standards. Demonstrated ability to manage logistics for fieldwork, assist engineers in obtaining measurements, and maintain organized documentation. Recognized for excellent customer service skills and a persuasive approach to sales, aiming to leverage expertise in a Sales Account Manager position within the telecom industry."
34511655,DESIGNER,Senior Digital Designer,11.0,S1,"[""Adobe Creative Suite"", ""graphic design"", ""creative direction"", ""brand strategy"", ""color calibration"", ""HTML"", ""CSS"", ""project management""]","Seorang Senior Digital Designer dengan pengalaman lebih dari 11 tahun dalam desain digital dan manajemen proyek. Saat ini bekerja di Best Buy, memberikan desain dan arahan kreatif untuk konten iklan digital. Memimpin pertemuan klien mingguan dan berkolaborasi dengan pengembang front-end untuk menciptakan animasi dan desain baru. Memiliki pengalaman sebelumnya sebagai Mac Operator dan Production Artist, dengan keahlian dalam mengedit dan mengoptimalkan file seni digital untuk berbagai jenis cetakan. Memiliki gelar Bachelor of Fine Art dari University of Wisconsin dan mahir dalam berbagai perangkat lunak desain termasuk Adobe Creative Suite dan Microsoft Office Suite."
37695494,DESIGNER,Fine Jewelry CAD Designer,7.0,S1,"[""CAD/CAM"", ""Adobe Creative Suite"", ""technical drawing"", ""3D printing"", ""attention to detail"", ""designing"", ""jewelry design"", ""Illustrator""]","Fine Jewelry CAD Designer with two years of experience specifically in CAD design and seven years as an Illustrator jewelry designer. Founder and lead designer of Z LIU Design, certified in advanced Matrix 8 and T-Splines programs. Proficient in technical drawing, from Illustrator sketching to advanced Matrix CAD/CAM, and skilled in Adobe Creative Suite and Microsoft Office applications. Known for impeccable attention to detail and organizational skills. Experience includes creating original and complex CAD designs for high-end clients like Neiman Marcus, designing custom-made fine jewelry, and producing photo-realistic CAD renders. Holds a Bachelor of Fine Arts and has been featured in PaperCity Magazine for contributions to the fine jewelry industry."
93301686,DESIGNER,Lead Instructional Designer,16.0,S1,"[""Microsoft Office"", ""job analysis"", ""training development"", ""3D modeling"", ""budget analysis"", ""Instructor"", ""task analysis"", ""program management""]","An accomplished Lead Instructional Designer with over 16 years of experience in training and professional development design and implementation. Demonstrated expertise in job analysis, course development, and training program management, with a proven track record of enhancing training efficiency and effectiveness. Successfully completed critical training task analyses and developed innovative solutions that reduced production time by 33%. Recognized for fostering strong relationships with stakeholders and delivering high-quality training programs, including the design of a diesel engine maintenance course and effective welding techniques classes. Holds a Bachelor of Science in Professional Aeronautics from Embry Riddle Aeronautical University and possesses various certifications in training and education development. Adept in utilizing Microsoft Office tools for presentations and documentation, with a strong focus on improving training outcomes and reducing costs."
36856210,INFORMATION-TECHNOLOGY,Information Assurance Professional,37.0,D3,"[""Active Directory"", ""Information Technology"", ""Red Hat Enterprise Linux"", ""Network Design & Troubleshooting"", ""Risk Management"", ""Vendor Relations"", ""Project tracking"", ""Data storage engineering""]","Dedicated Information Assurance Professional with 37 years of experience in enterprise design and engineering methodology. Proven track record in analyzing and mitigating risks while implementing cost-effective solutions. Skilled in managing accreditation efforts for major departmental modernization projects, successfully leading to multiple Authorization To Operate (ATO) decisions. Expertise in coordinating with enterprise teams to ensure smooth integration of programs, while managing compliance and hardening for various configurations. Experienced in supervising external consultants, managing application patches, and enhancing data storage solutions, resulting in significant cost savings. Strong background in improving processing capabilities for big data formats and enhancing corporate communications through the design and deployment of enterprise network solutions."
21780877,INFORMATION-TECHNOLOGY,Information Technology Specialist GS11,19.0,S1,"[""Project Management"", ""Telecommunications"", ""Troubleshoot"", ""Technical Assistance"", ""Quality Assurance"", ""System Design"", ""Networking"", ""Electrician""]","Kevin L. Trostle is an experienced Information Technology Specialist with over 19 years in the field, currently serving at the GS11 level. He has a strong background in managing IT and communications environments, overseeing network systems, and ensuring the reliability and efficiency of technology solutions. His expertise includes project management, troubleshooting, and providing technical assistance to users. Kevin has also held supervisory roles, managing personnel and coordinating work priorities. He holds a Bachelor's degree in Electrical Engineering and has completed various training programs in electronic principles and telecommunications. His career includes significant achievements, such as receiving multiple awards for performance and service, and he has a commitment to community service through volunteer work."
33241454,INFORMATION-TECHNOLOGY,Information Technology Supervisor,5.0,D3,"[""Communication techniques"", ""Manufacturing systems integration"", ""Project management"", ""Complex problem solver"", ""Microsoft Excel"", ""Microsoft Project"", ""Microsoft Visio"", ""LAN/WAN protocols""]","An experienced Information Technology Supervisor with over 5 years of expertise in the U.S. Army, including more than a year in a supervisory role. Proven track record in training personnel on IT equipment setup and maintenance, ensuring operational efficiency and adherence to policies. Responsible for managing over $1 million worth of IT and communications equipment with zero losses. Recognized for outstanding contributions with multiple military awards, including the Army Achievement Medal and Air Force Achievement Medal. Skilled in project management, complex problem-solving, and advanced critical thinking, with certifications in Security and Microsoft technologies."
25990239,INFORMATION-TECHNOLOGY,Information Technology Instructor,17.0,S3,"[""Curriculum design"", ""Advanced Data Analysis"", ""Customer service training"", ""Project management"", ""HTML Coding"", ""Technical support"", ""Network Management"", ""Training success evaluation""]","With seventeen years of experience in the information technology field, the candidate has developed a strong background in curriculum design and computer-based training development over the past seven years. They have extensive experience in group and project management, having managed student learning needs and two part-time instructors as an Information Technology Instructor since January 2012. The candidate has a proven track record in data metric analysis, customer service training tailored for IT students, and new curriculum development based on market requirements. Prior roles include Help Desk Manager and Media Designer, where they demonstrated advanced problem-solving skills and the ability to train and manage staff effectively. Their educational background includes a Doctorate in Education and a Master's in Learning & Technology, equipping them with the knowledge to enhance student success and improve training standards."
16899268,INFORMATION-TECHNOLOGY,Information Technology Manager/Analyst,17.0,S1,"[""Project management"", ""Program management"", ""Process improvement"", ""Requirements gathering"", ""Team leader"", ""Strategic planning"", ""Data analysis"", ""Team building""]","An innovative and solution-focused Information Technology Manager/Analyst with extensive experience in program and project management. Demonstrates a detail-oriented approach to identifying technology needs and creating actionable plans to address them. Proven leadership skills in managing multiple teams and developing staff capabilities through training. Experienced in both industry and academia, with a strong track record of overseeing technology initiatives, including the management of websites and IT teams. Successfully led the Graduate College IT team for over eight years, implementing software development methodologies and representing the Graduate College in various strategic initiatives. Holds a B.S. in Marketing and a Graduate Certificate in Family Financial Planning, with a commitment to continuous professional development and excellence in technology solutions."
91635250,INFORMATION-TECHNOLOGY,Information Technology Specialist,6.0,D3,"[""Routers"", ""Network Administration"", ""Cisco"", ""Help Desk Support"", ""Hardware Troubleshooting"", ""Problem-Solving Skills"", ""End-User Support"", ""Technical Support""]","Christopher Townes is a knowledgeable Information Technology Specialist with six years of experience in optimizing workstations, training users, and implementing process improvements. He is proficient in network management, project management, and emergency management, with a strong focus on infrastructure and data management. His expertise includes installing hardware, patching software, and configuring internal systems, ensuring compliance with company and security guidelines. Christopher has a proven track record of maintaining equipment, updating software, and managing network security. He excels in multitasking and possesses excellent communication and planning skills. His experience includes providing technical support for a large staff, developing training manuals, and implementing automation and recovery protocols to safeguard data. Christopher is also skilled in troubleshooting technical issues and enhancing user experience through effective problem-solving and solution management."
19796840,INFORMATION-TECHNOLOGY,Information Technology Auditor,7.0,S1,"[""PeopleSoft HCM"", ""SQL Developer"", ""MS Office"", ""Oracle E-Business"", ""Service Now"", ""Change Management"", ""CISA"", ""ITIL""]","Seorang Information Technology Auditor berpengalaman dengan lebih dari 7 tahun di bidang audit IT dan manajemen risiko. Memiliki keahlian dalam melakukan penilaian risiko tahunan, audit IT, dan memastikan kepatuhan terhadap kebijakan dan prosedur. Berpengalaman dalam melakukan audit proyek IT, termasuk penilaian pra dan pasca audit, serta berkolaborasi dengan auditor eksternal untuk memastikan kepatuhan terhadap Sarbanes Oxley (SOX). Memiliki latar belakang yang kuat dalam administrasi keamanan PeopleSoft dan analisis sistem aplikasi, serta kemampuan untuk memberikan pelatihan dan dukungan kepada tim audit internal. Memiliki gelar S1 di bidang Sistem Informasi Manajemen dan sertifikasi CISA, serta keterampilan dalam berbagai alat dan teknologi seperti SQL Developer, MS Office, dan Oracle E-Business."
15651486,INFORMATION-TECHNOLOGY,Director of Information Technology,8.0,S1,"[""Networking"", ""Cisco Routers"", ""IT Security"", ""VoIP"", ""Help Desk Support"", ""Database Management"", ""Change Management"", ""Vendor Management""]","Seorang profesional IT berpengalaman dengan lebih dari 8 tahun dalam manajemen infrastruktur dan keamanan jaringan. Saat ini menjabat sebagai Director of Information Technology, bertanggung jawab atas semua aspek terkait IT di perusahaan, termasuk pengelolaan anggaran dan implementasi sistem jaringan baru yang menghemat biaya secara signifikan. Memiliki keahlian dalam berbagai teknologi Cisco dan sistem operasi, serta pengalaman dalam memimpin tim dan mengelola proyek IT yang kompleks. Berpengalaman dalam mengembangkan kebijakan keamanan dan memastikan kepatuhan terhadap standar PCI. Mampu berkomunikasi dengan baik dengan pengguna dan pemangku kepentingan untuk memastikan kebutuhan IT terpenuhi secara efektif."
12045067,INFORMATION-TECHNOLOGY,Information Technology (IT) Specialist,11.0,S1,"[""Information Technology"", ""Project Management"", ""Network Communications"", ""Systems Integration"", ""Engineering Support"", ""Telecommunications"", ""Documentation"", ""Project Coordination""]","An experienced Information Technology (IT) Specialist with over 11 years of expertise in managing and implementing complex IT infrastructure projects, particularly within military environments. Demonstrated proficiency in developing and coordinating network communications, local area networks (LANs), and visual information systems. As a Project Manager and Lead Engineer, successfully directed a five-person team to implement a $25 million IT infrastructure for the Joint Special Operations Command (JSOC). Skilled in project coordination, technical requirements development, and ensuring compliance with security standards. Holds a Bachelor of Science in Information Technology and an Associate of Applied Science in Electronic Technology, with a strong academic record. Proven ability to manage resources effectively, conduct technical reviews, and oversee project documentation to ensure timely and accurate deliverables."
13836471,INFORMATION-TECHNOLOGY,Information Technology Manager,16.0,S1,"[""Active Directory"", ""Microsoft Exchange Server"", ""Network Administration"", ""Backup"", ""Database"", ""Hardware installation and configuration"", ""Technical support"", ""Budget planning""]","Seorang Information Technology Manager dengan pengalaman lebih dari 16 tahun dalam manajemen teknologi informasi dan dukungan teknis. Memiliki keahlian dalam perencanaan anggaran tahunan, administrasi jaringan, dan implementasi teknologi baru. Berpengalaman dalam pengembangan aplikasi perusahaan dan dukungan teknis untuk pengguna. Memiliki pengetahuan mendalam tentang administrasi server Windows, Active Directory, dan berbagai layanan Microsoft seperti DFS, DHCP, dan DNS. Terampil dalam administrasi database Sybase SQL Anywhere dan Microsoft SQL Server. Memiliki pengalaman dalam pengelolaan keamanan jaringan dan pemeliharaan perangkat keras serta perangkat lunak untuk PC dan Mac. Latar belakang pendidikan di bidang Teknik Sistem Komputer."
14789139,INFORMATION-TECHNOLOGY,Director of Information Technology,25.0,S2,"[""Project Management"", ""Leadership"", ""Communication"", ""Budgeting"", ""ITIL"", ""Change Control"", ""Implementation"", ""Mentoring""]","A seasoned Senior Project Manager with over 25 years of extensive experience across various sectors including healthcare, government, and aerospace. Currently serving as the Director of Information Technology, responsible for overseeing technology delivery to multiple healthcare facilities and managing significant IT projects. Demonstrated success in implementing complex systems such as Cerner EHR and Service Now, while also providing mentorship and training to project managers. Proven expertise in project planning, budgeting, and execution, with a strong focus on leadership and communication. Holds an MBA from Pepperdine University and a BS in Biology and Computer Science from Loyola Marymount University."
36434348,INFORMATION-TECHNOLOGY,Information Technology Manager,18.0,S2,"[""Web application design"", ""IT Governance"", ""Project Management"", ""SQL"", ""Database Design"", ""Software Development Life Cycle"", ""Help desk administration"", ""ASP.net""]","Experienced Information Technology Manager with over 18 years in the field, specializing in aligning business systems with organizational policies and managing IT support and application development operations. Proven track record in overseeing computer support staff, planning and implementing major upgrades, and developing IT solutions tailored to the needs of faculty, staff, and students. Strong background in database development, data security, and project management, with expertise in SQL and various web development tools. Holds a Master of Science in Management Information Systems and a Bachelor of Science in Information and Decision Sciences from the University of Illinois. Committed to enhancing operational efficiency and ensuring the security and integrity of data within educational environments."
27536013,INFORMATION-TECHNOLOGY,Experienced Information Technology Manager,10.0,S1,"[""Project Management"", ""Business Intelligence"", ""Personnel Management"", ""Leadership"", ""Data Analysis"", ""SharePoint"", ""Financial Budgets/Planning"", ""Business Analysis""]","Experienced Information Technology Manager with over 10 years of expertise in managing IT operations and leading teams. Proven track record in project management, personnel management, and strategic planning, with a strong focus on business intelligence and data analysis. Successfully implemented various systems and processes that improved operational efficiency and reduced costs, including a revamped external website using SharePoint and a complete redesign of the Business Intelligence structure. Holds a Bachelor's degree in Management and has experience in managing both onshore and offshore resources. Actively involved in professional affiliations, demonstrating a commitment to community and industry engagement."
18301617,INFORMATION-TECHNOLOGY,Information Technology Manager,15.0,S1,"[""Active Directory"", ""Network Infrastructure"", ""Project Management"", ""Budgeting"", ""Technical Analysis"", ""Troubleshooting"", ""Microsoft SQL Server"", ""Quality Assurance""]","An accomplished Information Technology Manager with over fifteen years of experience in IT management and technical support. Proven expertise in the installation, configuration, migration, and implementation of server platforms, alongside a strong ability to analyze and mitigate risks while finding cost-effective solutions. Demonstrated experience in strategic planning, designing, and budgeting for new products, with excellent troubleshooting skills across networks, servers, and software applications. Adept at leading IT departments, managing budgets, and ensuring compliance with PCI DSS standards. Previous roles include supervising teams in computer manufacturing and quality assurance, showcasing strong leadership and project management capabilities."
24913648,INFORMATION-TECHNOLOGY,Information Technology Specialist,11.0,S1,"[""Remote access support"", ""Systems analysis"", ""Preventative maintenance expert"", ""Data backup and recovery systems"", ""Wireless Access Point"", ""User account creation"", ""Antivirus and spam blocking"", ""LAN and WAN expertise""]","Experienced Information Technology Specialist with over 11 years in network administration and support. Proven track record in managing multi-site networks, ensuring system security, and providing exceptional customer support. Skilled in troubleshooting hardware and software issues, performing security inspections, and coordinating network installations. Holds a Bachelor of Science in Computer Information Systems and possesses certifications including CompTIA A+ and CompTIA Security+. Demonstrates strong communication skills and the ability to work effectively with mission partners and vendors to resolve technical issues and enhance network performance."
26801767,INFORMATION-TECHNOLOGY,"Director, Information Technology",30.0,S3,"[""IT management"", ""Operations management"", ""Budget administration"", ""Change management"", ""Problem resolution"", ""Team leadership"", ""Cost reduction"", ""Data Processing""]","Results-driven IT director with over 30 years of experience in diverse industries, including Port and Higher Education. Expertise includes team leadership, technical architecture, training and development, disaster recovery planning, and information protection analysis. Manages the information technology computer center for the Board of Commissioners of the Port of New Orleans, overseeing system improvements, vendor selection, and contract negotiations. Developed and implemented strategic plans for IT departments, ensuring data integrity and effective communication services. Holds a Ph.D. in Coastal Oceanography and has extensive experience in managing large teams and budgets, as well as implementing advanced technology solutions."
27372171,INFORMATION-TECHNOLOGY,Information Technology Specialist/System Analysis,10.0,S2,"[""Active Directory"", ""Microsoft Outlook 2013"", ""Windows 7"", ""system security"", ""data automation"", ""network systems"", ""desktop support"", ""telecommunications""]","I am an Information Technology Specialist with over 10 years of experience in IT support and technical operations, primarily within the Federal Government and private sectors. My expertise encompasses strategic planning, IT business systems, network operations, IT security, and system analysis. I have held various roles, including IT System Analyst, where I was responsible for business process improvements, network monitoring, and IT asset management. I have managed service contracts, provided technical support, and developed security countermeasures for sensitive information. My educational background includes a Master of Science in Information Management Technology and a Bachelor of Business Administration. I hold multiple certifications, including Cisco Network Associate and CompTIA Security+. I am committed to delivering high-quality IT services and ensuring the security and efficiency of IT systems."
91697974,INFORMATION-TECHNOLOGY,Information Technology Coordinator,5.0,S1,"[""Executive and Legal Support"", ""Business Analysis"", ""Strong Communication Skills"", ""Information Technology and Technical Support"", ""Project Management"", ""Detail oriented"", ""Documentation and Time Management"", ""Leadership""]","Professional with over 5 years of experience in the legal field and a strong background in information technology coordination. Currently serving as an Information Technology Coordinator, providing support to the Corporate Information Officer and Senior Leadership Team by managing appointment calendars, documentation, and project plans. Demonstrates excellent organizational skills and a detail-oriented approach to problem-solving. Previous roles include Executive Assistant and Legal Administrative Supervisor, where responsibilities included managing communications, overseeing staff, and coordinating client meetings. Holds a Bachelor of Science in Computer Information Systems and various certifications in computer forensics and paralegal studies. Active member of several professional associations, showcasing a commitment to ongoing professional development and legal expertise."
28672970,INFORMATION-TECHNOLOGY,Director of Information Technology,20.0,S1,"[""Change Management"", ""Project Management"", ""Technical Support"", ""Leadership"", ""ERP"", ""Cisco Certified"", ""Organizational Development"", ""Strategic Planning""]","Seorang eksekutif Teknologi Informasi yang visioner dan sangat berpengalaman dengan lebih dari 20 tahun sukses di lingkungan multi-faceted yang berkinerja tinggi. Memiliki keahlian dalam mengawasi perencanaan sumber daya perusahaan, pengembangan perangkat lunak, analisis kinerja, dan proses bisnis kritis lainnya. Berpengalaman dalam menetapkan strategi dan memimpin inisiatif jangka panjang untuk mendukung infrastruktur TI yang selaras dengan tujuan bisnis. Memiliki kemampuan dalam mengelola proyek perusahaan dan anggaran organisasi, serta memberikan dukungan teknis 24/7. Dalam peran saat ini sebagai Direktur TI, mengelola proyek pengembangan perangkat lunak dan infrastruktur, serta mengawasi hubungan dengan vendor. Berhasil dalam konversi sistem perusahaan dan implementasi sistem ERP senilai $1,5 juta, serta penghematan biaya telekomunikasi yang signifikan."
66832845,INFORMATION-TECHNOLOGY,Information Technology Specialist I,15.0,,"[""account management"", ""Help Desk"", ""Linux"", ""MS Exchange server"", ""network security"", ""desktop support"", ""Active Directory"", ""Powershell""]","An experienced Information Technology Specialist with over 15 years in the field, currently serving as an Information Technology Specialist I. Proficient in managing and maintaining a wide range of IT systems, including over 100 servers and a Hyper V cluster. Skilled in Active Directory management, troubleshooting, and user account administration. Demonstrated expertise in network security, desktop support, and various operating systems including Windows Server and Linux. Strong background in scripting with Powershell and VBscript, and experienced in implementing and managing systems such as Exchange 2010 and ArcGIS. Adept at providing technical support and training to users, ensuring efficient operation of IT services."
25207620,INFORMATION-TECHNOLOGY,Information Technology Certified Technician,19.0,S1,"[""Technical Support"", ""Customer Service"", ""Networking"", ""Troubleshooting"", ""Microsoft Office"", ""Hardware Support"", ""Software Documentation"", ""Project Coordination""]","William Hale is an Information Technology Certified Technician with over nineteen years of experience in the IT field. He has developed strong interpersonal, communication, organizational, and presentation skills, making him a solutions-focused and team-oriented Senior Technical Support Analyst. His expertise includes desktop support operations, project coordination, and in-depth technical support, particularly with HP products and Microsoft operating systems. William has a proven track record of providing excellent customer service and technical support to over 500 end users, demonstrating his ability to handle complex IT challenges efficiently. He holds multiple certifications, including MCSE and CompTIA A+, and has a solid educational background in Computer and Information Systems Security from City University of New York. His dedication to excellence and thorough approach to problem-solving have earned him high regard from colleagues and management alike."
41344156,INFORMATION-TECHNOLOGY,VP OF INFORMATION TECHNOLOGY,18.0,S1,"[""IT Governance"", ""Team Leadership"", ""Systems Integration"", ""Contract Negotiations"", ""Disaster Recovery Plans"", ""IT Operations"", ""Data Analysis"", ""Information Security""]","A results-oriented technology leader with over 18 years of IT experience and 8 years of supervisory experience. Proven track record in developing IT strategies that enhance business processes, increase sales, and reduce costs. Successfully implemented a new phone system that saved the company over $100,000 annually and managed multiple IT projects that improved productivity and revenue. Experienced in vendor negotiations, IT budgeting, and team management, with a history of mentoring employees to boost productivity by 25%. Skilled in disaster recovery planning, having designed a plan that reduced recovery time from 4 days to 2 hours. Holds a Bachelor of Science in Management and has a strong background in information security and compliance, particularly with HIPAA guidelines."
68460556,INFORMATION-TECHNOLOGY,Information Technology Intern,1.0,S1,"[""American Sign Language"", ""Excellent communication"", ""customer service"", ""databases"", ""Excel"", ""Power Point"", ""Microsoft Word"", ""problem solving skills""]","The candidate is an Information Technology Intern with experience in assisting students and developing technology solutions. They have worked on projects that enhance the interaction between technology and users, specifically in the context of American Sign Language education. Their internship involved creating an interface for easier access to information for legislative members and maintaining technology systems in educational settings. The candidate holds a degree in Information and Technology Management from Bloomsburg University of Pennsylvania, with a GPA of 3.35, and has been recognized on the Dean's list. They are fluent in American Sign Language and English, showcasing their ability to navigate multicultural environments. Additionally, they have participated in various honor societies and leadership roles during their academic career."
10247517,INFORMATION-TECHNOLOGY,Information Technology Manager,10.0,S2,"[""Network Engineering"", ""Helpdesk Administration"", ""Disaster Recovery"", ""Operations/Project Management"", ""Strategic Planning/Analysis"", ""Budgeting"", ""Team Building/Training"", ""Troubleshooting""]","An accomplished Information Technology Manager with over a decade of experience in managing IT systems and infrastructure. Holds a Master of Science in Leadership and Information Systems Management. Proven track record in planning, implementing, and evaluating complex IT initiatives in fast-paced environments. Expertise includes network engineering, helpdesk administration, and disaster recovery planning. Demonstrated ability to enhance system performance and security, manage vendor relations, and develop IT policies and procedures. Successfully led projects that improved efficiency and reduced costs significantly. Strong leadership and communication skills, with a focus on team building and training. Experienced in managing application databases and hardware systems, ensuring compliance with organizational policies, and coordinating special projects to meet strategic goals."
25959103,INFORMATION-TECHNOLOGY,Administrator of Information Technology,14.0,S2,"[""troubleshooting"", ""technical support"", ""system performance"", ""network support"", ""database management"", ""disaster recovery"", ""training programs"", ""security systems""]","Advanced Desktop Support Lead/Manager with over 14 years of experience in the Information Technology field, specializing in Tier II - III technical support. Proven ability to resolve end-user issues efficiently while exceeding service level agreements. Extensive experience working with United Senate end-users across various technological platforms. Responsibilities include researching, implementing, and supporting new technologies, training staff, establishing system specifications, and maintaining system performance through monitoring and analysis. Previous roles include Network Support Engineer and Software Specialist, providing high-level support for software and network access issues, and managing database systems. Holds a Master of Arts in National Security Studies with a focus on Cyber Security, along with multiple certifications including CompTIA A+, Network+, and Security+. Fluent in Arabic and actively involved in professional affiliations related to national security and information technology."
13385306,INFORMATION-TECHNOLOGY,Director of Information Technology,3.0,S2,"[""C#"", ""Oracle SQL"", ""SQL Server"", ""ASP.NET"", ""Team Leadership"", ""Project Management"", ""Business Intelligence"", ""Agile Methodologies""]","The candidate is an experienced Director of Information Technology with a strong background in applying technology and workflow solutions to business challenges. They have held various leadership roles, including Chief Information Officer and Team Leader, where they managed multiple teams and projects, focusing on application development and support. With a Master of Business Administration in Management Information Systems, they possess a solid understanding of both technical and business aspects of IT. Their expertise includes database management, software development, and project management, with a proven track record of enhancing organizational efficiency through innovative technology solutions. The candidate has experience in leading significant projects, such as replacing legacy systems with modern applications and implementing business intelligence tools. They are skilled in various programming languages and technologies, demonstrating a commitment to continuous learning and improvement in the IT field."
